"","SenatorDem","RepresentativeDem","Prop1Pass","Prop2Pass","PartyAffiliation","Gender","Age","State","DemSpending","RepSpending","Prop1Spending","Prop2Spending"
"1",FALSE,FALSE,FALSE,TRUE,NA,"Female",31.1049391873642,"CA",102.567793341789,196.933744769201,21.9616642461879,66.7417160682303
"2",FALSE,TRUE,TRUE,FALSE,NA,"Female",30.0075577577589,"CA",99.8790296068818,199.727304673167,28.3401852141896,73.2435675762116
"3",TRUE,TRUE,FALSE,TRUE,NA,"Female",33.0796188300067,"CA",98.2950583438931,202.188358594678,27.1227404956365,73.5029400051851
"4",FALSE,FALSE,TRUE,FALSE,NA,"Female",28.6971750372256,"CA",100.929674529736,199.876719307816,26.9277807891991,68.3282701177843
"5",FALSE,FALSE,FALSE,TRUE,NA,"Female",30.2633458369161,"CA",105.037938482583,206.33880418139,33.2484356857066,70.8090251370837
"6",TRUE,TRUE,TRUE,FALSE,NA,"Female",30.6288018014502,"CA",98.8328574350104,197.876504123354,30.2773844782799,72.0706216726007
"7",FALSE,TRUE,TRUE,FALSE,NA,"Female",28.2632522487087,"CA",98.9294620390525,198.942201524864,28.2640723311014,68.9276171032735
"8",TRUE,TRUE,FALSE,TRUE,NA,"Female",29.0423901664582,"CA",105.128069308792,196.407130323615,31.7809240138017,71.0707860993146
"9",TRUE,FALSE,TRUE,FALSE,NA,"Female",33.9355430858216,"CA",97.07530354681,202.147201676066,30.5288796437111,69.9135207661193
"10",FALSE,FALSE,TRUE,TRUE,NA,"Female",32.186154797372,"CA",106.692808128564,199.928195724051,32.0441062858243,68.7168135134635
"11",TRUE,FALSE,FALSE,FALSE,NA,"Female",34.5159920383125,"CA",92.1146077724541,195.20591506906,29.8987655288255,71.1388249218371
"12",TRUE,TRUE,TRUE,FALSE,NA,"Female",35.9629137508876,"CA",102.533163495881,199.072836924789,30.1897956956234,68.0361406986747
"13",FALSE,TRUE,TRUE,TRUE,NA,"Female",33.7983662172015,"CA",98.240335685194,200.595849685284,30.8335570914841,67.6207195666123
"14",FALSE,FALSE,FALSE,FALSE,NA,"Female",27.3969970355425,"CA",102.336091310463,199.993852950644,27.3416175707941,68.1188229772009
"15",TRUE,TRUE,TRUE,FALSE,NA,"Female",26.1072899310539,"CA",104.139077477029,203.939079434734,32.0411747796999,69.3567928782361
"16",TRUE,TRUE,FALSE,FALSE,NA,"Female",31.9798126245562,"CA",95.170050745804,201.856431694805,28.8616168348561,72.163164023095
"17",TRUE,TRUE,FALSE,TRUE,NA,"Female",33.91535311368,"CA",106.433090034724,201.365011508913,30.7823593721931,73.9363759090144
"18",TRUE,FALSE,FALSE,FALSE,NA,"Female",32.2157481581217,"CA",86.0322778722873,192.855632414766,33.1293075204086,71.7985452986415
"19",FALSE,FALSE,FALSE,FALSE,NA,"Female",21.3449560277956,"CA",92.7594931343774,193.755912590921,33.0595742956067,69.8721692824383
"20",TRUE,TRUE,TRUE,FALSE,NA,"Female",29.5428027470765,"CA",99.6550196032668,197.25915487146,29.0869654469548,72.9731075613275
"21",TRUE,FALSE,FALSE,TRUE,NA,"Female",25.6928555877771,"CA",95.2933552664788,200.847714117233,27.8860032304273,67.1099006246019
"22",TRUE,TRUE,TRUE,TRUE,NA,"Female",31.6676875480285,"CA",97.8912524582132,202.64399694069,24.3971383657126,73.6171738814311
"23",FALSE,FALSE,FALSE,FALSE,NA,"Female",32.7884411062983,"CA",101.866645071259,203.577120941159,29.2236711210005,69.8725088393033
"24",TRUE,FALSE,FALSE,FALSE,NA,"Female",28.7238734117047,"CA",89.3226496314928,197.089916660715,31.895364305386,70.5926283486329
"25",FALSE,FALSE,TRUE,FALSE,NA,"Female",28.2986279140469,"CA",98.3146740245707,196.755203385506,28.3097467525515,68.0533470866316
"26",FALSE,TRUE,TRUE,TRUE,NA,"Female",27.7198036485863,"CA",101.699624784,203.118675367298,28.0310892135347,74.10883420638
"27",TRUE,TRUE,FALSE,FALSE,NA,"Female",23.8365230436002,"CA",92.7803446837156,202.276972716752,32.4643524348494,71.3539427174735
"28",TRUE,TRUE,TRUE,FALSE,NA,"Female",30.655104074368,"CA",101.358450183039,196.081101296015,28.4437351604116,68.446230526091
"29",FALSE,FALSE,TRUE,TRUE,NA,"Female",32.0385991240172,"CA",107.848757346807,204.761312376169,33.5592373505216,69.6359511747482
"30",FALSE,TRUE,TRUE,FALSE,NA,"Female",28.7770392611527,"CA",102.412856356028,200.410314285875,31.7896680150774,75.1831502635532
"31",FALSE,TRUE,TRUE,FALSE,NA,"Female",28.9385445438364,"CA",95.6934405581275,199.744894317327,29.682185379533,72.1665162704755
"32",FALSE,TRUE,FALSE,TRUE,NA,"Female",31.2854432003362,"CA",99.9973460902859,203.169731582616,28.5726072959993,66.1300845916529
"33",TRUE,TRUE,FALSE,FALSE,NA,"Female",29.4619835122447,"CA",93.2948281764212,196.184155011957,31.715228878793,67.4052143386509
"34",TRUE,TRUE,FALSE,TRUE,NA,"Female",34.0435685144934,"CA",96.242927837566,200.791203262183,31.0131998132568,65.2234686286672
"35",TRUE,TRUE,FALSE,TRUE,NA,"Female",28.7299456252529,"CA",92.955359814479,197.277759438036,34.4406241768265,68.7586652585134
"36",TRUE,TRUE,TRUE,TRUE,NA,"Female",29.9073458354458,"CA",100.770261258541,200.1241657933,34.7592351574596,67.4487130660904
"37",TRUE,TRUE,FALSE,FALSE,NA,"Female",27.9648607769406,"CA",98.1212118227391,202.220712130464,29.970398471408,70.8817283150185
"38",FALSE,TRUE,FALSE,TRUE,NA,"Female",31.834569848968,"CA",106.338708404434,206.435282756823,32.9481202357001,72.0328648180003
"39",TRUE,TRUE,FALSE,FALSE,NA,"Female",28.1621155381233,"CA",107.292820837971,201.041641906931,33.4350972750943,73.8573347066008
"40",FALSE,FALSE,TRUE,TRUE,NA,"Female",29.9748300390957,"CA",96.8658184483984,199.718957357484,27.7697606626429,69.1074398704828
"41",TRUE,TRUE,TRUE,FALSE,NA,"Female",35.9937311944464,"CA",93.7721948386448,198.910444767763,31.2521464448595,70.0483324143212
"42",TRUE,FALSE,FALSE,TRUE,NA,"Female",29.334324558047,"CA",96.5687736105372,196.719426016135,31.0719047217048,69.700699551333
"43",FALSE,TRUE,FALSE,FALSE,NA,"Female",29.067664510531,"CA",107.09392525394,199.799581873318,30.9493402626856,67.509039846916
"44",FALSE,FALSE,FALSE,FALSE,NA,"Female",30.6142256127913,"CA",103.407240272287,198.686929877118,25.5980986176247,70.2443260676519
"45",FALSE,TRUE,FALSE,FALSE,NA,"Female",27.9056233773485,"CA",106.370523356692,205.865982388776,32.9790660315102,68.2984919727635
"46",FALSE,TRUE,FALSE,TRUE,NA,"Female",33.0729723997457,"CA",101.521903008497,195.590690211689,30.5670915561371,68.1267034463633
"47",FALSE,TRUE,TRUE,FALSE,NA,"Female",26.5428992595156,"CA",97.2604941771342,204.332134042213,28.2244737885987,70.4964235791685
"48",TRUE,TRUE,TRUE,FALSE,NA,"Female",28.1138612163446,"CA",93.1505069324042,198.967555849144,29.4850347386688,65.5634385009949
"49",TRUE,TRUE,TRUE,TRUE,NA,"Female",27.5680244162735,"CA",98.2512319723208,192.994749212382,25.1646874678788,69.9188503050033
"50",TRUE,TRUE,TRUE,FALSE,NA,"Female",27.7731756527818,"CA",102.919119939471,195.963038756181,31.1109473447758,68.8534834605881
"51",FALSE,TRUE,FALSE,TRUE,NA,"Female",31.8337290878375,"CA",105.150728193161,197.799662728625,28.2469012789462,71.8376560982508
"52",TRUE,FALSE,TRUE,FALSE,NA,"Female",26.9785675144464,"CA",101.75559003468,201.076994877128,31.2583782230392,69.5912858456657
"53",FALSE,FALSE,TRUE,FALSE,NA,"Female",28.3125710976975,"CA",102.338852525553,194.429334704327,28.6512759026737,69.3371816151364
"54",FALSE,TRUE,FALSE,FALSE,NA,"Female",32.1452899803986,"CA",99.40517530003,203.678554895747,29.3123557899561,71.9269714364424
"55",TRUE,TRUE,TRUE,TRUE,NA,"Female",28.6273274376928,"CA",99.7921206154014,204.425856421772,36.4323508063381,72.4666752774818
"56",TRUE,TRUE,FALSE,FALSE,NA,"Female",33.101568945281,"CA",94.2902045536404,199.149110462114,28.8153638179548,70.173643566879
"57",FALSE,FALSE,FALSE,FALSE,NA,"Female",27.1823574756975,"CA",101.922871861831,196.892900370804,33.9789989620488,66.6423167090522
"58",TRUE,FALSE,FALSE,TRUE,NA,"Female",28.1188749069249,"CA",103.372516408026,200.956687860034,26.6179398174572,67.4056972995063
"59",FALSE,TRUE,FALSE,FALSE,NA,"Female",32.1234336166665,"CA",104.195072868964,199.245857066208,30.3565329683009,74.0311846082587
"60",TRUE,FALSE,TRUE,TRUE,NA,"Female",34.2586190696674,"CA",97.4282129279049,201.836186723977,28.6042700937081,69.2430557832605
"61",FALSE,TRUE,TRUE,FALSE,NA,"Female",32.4275115570054,"CA",110.809949587999,200.802980044728,30.1038557949579,69.3774007343133
"62",TRUE,FALSE,FALSE,TRUE,NA,"Female",32.2062409946876,"CA",93.9733586068227,200.884085302251,29.7413753865662,71.9622275936135
"63",TRUE,FALSE,FALSE,TRUE,NA,"Female",30.5109695130579,"CA",94.6353758989045,197.427444684543,30.9134212407489,70.3524261691535
"64",TRUE,FALSE,TRUE,TRUE,NA,"Female",28.3408194565527,"CA",100.724677202028,198.13481177548,35.5835477801719,70.8237037341639
"65",FALSE,TRUE,TRUE,TRUE,NA,"Female",29.2928171793627,"CA",102.277932999552,203.14436445195,28.1121670292797,71.4639840464637
"66",TRUE,TRUE,FALSE,TRUE,NA,"Female",34.1529510519566,"CA",93.8062455765789,200.095787026374,26.0996498184668,67.3251652843411
"67",TRUE,FALSE,TRUE,TRUE,NA,"Female",32.5482040025198,"CA",94.2357939882761,199.924591065249,30.423097244154,71.569653574848
"68",FALSE,TRUE,TRUE,TRUE,NA,"Female",33.3214966526663,"CA",104.153346881857,204.406002902917,27.8246134918634,67.330467319935
"69",TRUE,FALSE,TRUE,TRUE,NA,"Female",39.105064398878,"CA",96.2935264258122,202.750434536063,29.8705212034794,69.9415515413408
"70",TRUE,TRUE,FALSE,FALSE,NA,"Female",28.3126326685914,"CA",94.1644534276181,207.883892669392,33.3803732164005,70.123088794444
"71",TRUE,FALSE,FALSE,TRUE,NA,"Female",35.9799770222383,"CA",110.256017103716,200.696918859568,31.2390312055179,72.8225394964287
"72",TRUE,FALSE,TRUE,FALSE,NA,"Female",30.5805284087903,"CA",100.065522419759,194.654723664147,31.1618689434331,73.0437804413825
"73",FALSE,FALSE,FALSE,TRUE,NA,"Female",31.6123892733918,"CA",93.5257095126213,202.577326256805,28.4553138262465,69.4220422543178
"74",FALSE,FALSE,TRUE,TRUE,NA,"Female",30.6141385167252,"CA",101.888062803956,205.947147206944,25.4464289977022,71.0002015088219
"75",FALSE,FALSE,TRUE,FALSE,NA,"Female",29.5138008819212,"CA",102.114842305623,204.412658946159,28.4167222939829,71.327757957523
"76",FALSE,FALSE,TRUE,TRUE,NA,"Female",29.5932051385355,"CA",102.019541907127,198.991850880726,33.8495227050098,69.298262274226
"77",FALSE,FALSE,TRUE,FALSE,NA,"Female",34.2633691623986,"CA",97.4480784448916,197.210222709542,34.6879195308196,68.3015040724186
"78",FALSE,FALSE,FALSE,FALSE,NA,"Female",36.0086100881309,"CA",102.388032075574,196.788959434138,31.0177371426434,71.9206015408241
"79",FALSE,FALSE,TRUE,TRUE,NA,"Female",28.4585996175219,"CA",99.1849588028754,201.295068691372,30.1172912810539,71.0512564372405
"80",FALSE,FALSE,FALSE,TRUE,NA,"Female",30.0339851350441,"CA",91.1289147278837,200.125253681092,30.6795066482797,69.9276307175477
"81",TRUE,FALSE,TRUE,FALSE,NA,"Female",34.8313196927034,"CA",89.5373096613579,196.171300431406,28.6610427696639,69.7952181787385
"82",TRUE,TRUE,TRUE,FALSE,NA,"Female",30.6801107246503,"CA",102.637488657949,203.46976724116,28.977366143845,72.5633244954633
"83",TRUE,FALSE,FALSE,FALSE,NA,"Female",28.9557911974621,"CA",106.951286437863,203.952648658106,30.0738589198306,70.8594347137493
"84",FALSE,TRUE,TRUE,FALSE,NA,"Female",28.5231397294743,"CA",100.307284304439,207.40902500594,34.434548217295,75.8165867677651
"85",TRUE,TRUE,TRUE,TRUE,NA,"Female",25.321956008571,"CA",96.8336461008497,203.641992267224,30.0193383100066,71.8251619276959
"86",TRUE,FALSE,TRUE,TRUE,NA,"Female",24.6134079791259,"CA",106.139436979093,206.159917373658,27.1904259439015,70.3287462281775
"87",FALSE,FALSE,FALSE,TRUE,NA,"Female",25.9037521429298,"CA",102.294670018605,196.792657524144,32.0288683824522,71.0047541518037
"88",FALSE,TRUE,TRUE,FALSE,NA,"Female",32.0438775977898,"CA",111.010280580996,199.971016512583,31.0423894567744,68.2078804913173
"89",TRUE,FALSE,TRUE,FALSE,NA,"Female",31.1387919694872,"CA",115.837600826312,203.139304738414,30.6493817515861,72.9999977501126
"90",FALSE,TRUE,FALSE,FALSE,NA,"Female",30.6327913931095,"CA",96.022326005408,199.335917240747,29.2015030723548,72.7273486112549
"91",TRUE,FALSE,FALSE,TRUE,NA,"Female",23.9562847256316,"CA",99.4022348164233,194.789903578353,32.4626444210074,68.5678826657714
"92",TRUE,TRUE,TRUE,TRUE,NA,"Female",31.2485348874912,"CA",103.274729912441,201.913755232485,30.1666386567936,71.4610030808939
"93",TRUE,TRUE,FALSE,FALSE,NA,"Female",33.1151956607886,"CA",104.951435628318,196.891251030871,29.4135065603581,71.419256352454
"94",FALSE,TRUE,FALSE,FALSE,NA,"Female",28.6715466617733,"CA",99.5100045095192,200.679039338936,31.7152774456662,72.6726319233463
"95",FALSE,TRUE,TRUE,TRUE,NA,"Female",26.9768980813806,"CA",102.743556395136,204.700243045983,32.4591122417405,70.1407226888735
"96",TRUE,TRUE,TRUE,FALSE,NA,"Female",31.2486096576763,"CA",105.135125896404,199.045445553836,32.3757868734714,71.0732642978126
"97",FALSE,TRUE,TRUE,TRUE,NA,"Female",28.3024174582395,"CA",110.461098162223,195.869632708766,25.4854837038373,67.6552591715895
"98",TRUE,FALSE,TRUE,FALSE,NA,"Female",31.2847906510192,"CA",100.534380005993,200.057795403535,31.917875515939,68.7358896027393
"99",TRUE,FALSE,TRUE,FALSE,NA,"Female",29.1029211182175,"CA",100.175047004197,197.777630686455,26.5359079442184,70.6250301633923
"100",FALSE,TRUE,FALSE,FALSE,NA,"Female",32.2870456127514,"CA",106.872522296384,199.43611117679,30.7178533461797,73.2787288845511
"101",TRUE,FALSE,FALSE,FALSE,NA,"Female",28.1803918805456,"CA",100.320417588599,192.810699166607,36.9473113539375,69.5928830243235
"102",TRUE,FALSE,TRUE,FALSE,NA,"Female",32.8298036395091,"CA",99.0160663447617,199.891300775609,29.6896810252217,72.2515445951868
"103",FALSE,TRUE,FALSE,FALSE,NA,"Female",31.9097099839669,"CA",114.153147463267,200.478641221125,32.6114425777536,69.7848286675873
"104",FALSE,TRUE,TRUE,TRUE,NA,"Female",27.8255155605745,"CA",95.6999682507044,198.107436656874,28.4010954604603,68.5274468116096
"105",TRUE,FALSE,FALSE,TRUE,NA,"Female",31.2674553206647,"CA",109.69534777891,194.04402350969,30.5890130075246,69.5433794974832
"106",FALSE,FALSE,FALSE,TRUE,NA,"Female",27.6605990402509,"CA",93.2599697892316,202.306613508289,26.9546272889125,72.1008897500627
"107",FALSE,TRUE,TRUE,TRUE,NA,"Female",32.2459146981301,"CA",91.679639504644,200.317213349561,31.1572685831525,69.5688900061992
"108",FALSE,TRUE,FALSE,TRUE,NA,"Female",32.1472562285634,"CA",95.3719632023319,199.979755172842,29.7189880398794,70.6148627195442
"109",TRUE,TRUE,FALSE,TRUE,NA,"Female",35.2978149812756,"CA",101.29624667264,196.811040980489,30.2151629560682,66.703165948106
"110",TRUE,FALSE,FALSE,TRUE,NA,"Female",26.0031297827889,"CA",101.629871909743,201.009483345543,28.5756151575015,64.5116362866485
"111",FALSE,TRUE,FALSE,TRUE,NA,"Female",26.649892027408,"CA",102.361604418818,193.221021031835,30.6560451878323,71.2849558728387
"112",TRUE,FALSE,TRUE,FALSE,NA,"Female",29.8055020829183,"CA",94.212574741501,193.906306486095,29.6611660183009,68.0007002225743
"113",FALSE,TRUE,FALSE,FALSE,NA,"Female",29.6288057368027,"CA",103.60325565376,201.6494596144,34.2612972484011,69.926715595356
"114",TRUE,TRUE,TRUE,FALSE,NA,"Female",34.60530696576,"CA",102.181112315315,203.426439325464,29.7219655450437,66.7445364444936
"115",TRUE,TRUE,TRUE,FALSE,NA,"Female",32.2007074126516,"CA",101.545443823036,197.149362808673,28.928697362196,68.5445285839781
"116",TRUE,TRUE,FALSE,FALSE,NA,"Female",30.5714830645986,"CA",96.4962606529011,204.26946005188,29.0633738662181,72.698003498959
"117",FALSE,FALSE,TRUE,TRUE,NA,"Female",30.0754994221981,"CA",100.107063581285,198.98144858105,34.5636391693092,73.6413099066514
"118",FALSE,FALSE,FALSE,FALSE,NA,"Female",28.6280896059409,"CA",100.423464959769,200.718913856519,33.6887396059982,71.9855579481234
"119",TRUE,TRUE,TRUE,TRUE,NA,"Female",33.1500731361876,"CA",106.746972337616,196.506946924546,30.4412564111267,70.377009422933
"120",TRUE,FALSE,FALSE,TRUE,NA,"Female",36.3306232438082,"CA",100.129073453597,203.989241973676,27.0390771007667,73.0043601851109
"121",TRUE,FALSE,TRUE,FALSE,NA,"Female",27.2711064019184,"CA",95.5207293944546,195.098458518116,30.7874807492834,67.5107332646847
"122",TRUE,TRUE,FALSE,FALSE,NA,"Female",25.0996804127353,"CA",107.00743077536,199.707713811999,26.8439667657203,72.5051431960266
"123",TRUE,FALSE,TRUE,TRUE,NA,"Female",28.6286199980532,"CA",94.5371528469984,199.19362803706,27.5315591360327,68.3313082732472
"124",TRUE,TRUE,TRUE,TRUE,NA,"Female",28.3873947087327,"CA",99.4249040212944,202.506626672477,30.8398856989384,71.1752333674959
"125",TRUE,TRUE,FALSE,TRUE,NA,"Female",27.8148451890426,"CA",99.4048828490857,196.81440711397,33.7198494514481,66.4133814806839
"126",TRUE,TRUE,TRUE,FALSE,NA,"Female",24.5870945111688,"CA",104.359362304819,198.234060490099,33.8637725554292,72.3700894969804
"127",TRUE,FALSE,TRUE,FALSE,NA,"Female",33.9138817328413,"CA",103.203165086935,204.333837168432,27.9544377523865,71.086525148972
"128",FALSE,FALSE,FALSE,TRUE,NA,"Female",25.890134451807,"CA",100.479879064117,199.011274620029,25.9007409112957,70.0863082996602
"129",TRUE,TRUE,FALSE,TRUE,NA,"Female",33.8421498344369,"CA",91.3818791795532,198.417888402439,25.7370916241186,73.1599075639417
"130",TRUE,FALSE,FALSE,FALSE,NA,"Female",32.8301591420364,"CA",99.3101464989008,196.954485865102,23.4142344468605,68.8643346087792
"131",FALSE,FALSE,TRUE,FALSE,NA,"Female",27.1144094564035,"CA",106.184626118994,201.590339941329,34.197734379188,70.6884451939681
"132",TRUE,TRUE,TRUE,FALSE,NA,"Female",27.914039478509,"CA",104.212451861425,195.938335054138,27.7078604988802,68.93050789594
"133",TRUE,TRUE,FALSE,TRUE,NA,"Female",29.4645987859771,"CA",100.751763251158,195.711370150478,29.0495936561186,69.8022260972126
"134",TRUE,TRUE,TRUE,FALSE,NA,"Female",30.864557507831,"CA",102.374857282994,206.234657454146,32.6636798621915,71.4095388855656
"135",TRUE,FALSE,FALSE,FALSE,NA,"Female",33.160779355344,"CA",94.1501085274158,201.641423203739,22.7470222840616,70.8268842418262
"136",TRUE,TRUE,TRUE,FALSE,NA,"Female",26.544094520573,"CA",104.854317229556,199.825860180461,34.5508773736943,73.860846903324
"137",TRUE,TRUE,TRUE,FALSE,NA,"Female",34.7267125752405,"CA",101.970035741101,199.655899206867,26.7215294610738,69.037950265807
"138",FALSE,TRUE,TRUE,FALSE,NA,"Female",22.3444130096369,"CA",99.0357600531351,199.081730709348,28.3125143155493,71.2705470190998
"139",TRUE,TRUE,TRUE,TRUE,NA,"Female",31.3222724169391,"CA",93.7363289757485,207.88719201681,34.5461920633544,71.3920579007634
"140",FALSE,TRUE,FALSE,FALSE,NA,"Female",31.6126688289722,"CA",95.6023941911673,195.141617225804,30.4677613308714,70.128518516187
"141",TRUE,FALSE,TRUE,TRUE,NA,"Female",29.4297019954716,"CA",95.5090281042374,201.318443272195,29.4095627633393,67.4376223345273
"142",TRUE,FALSE,FALSE,TRUE,NA,"Female",32.0287377109501,"CA",94.6681086179559,201.792438784654,31.2546291715425,69.9359897771935
"143",TRUE,TRUE,TRUE,TRUE,NA,"Female",33.818264481912,"CA",108.480156057488,196.723639814364,30.2691492399264,74.3306838711375
"144",TRUE,FALSE,TRUE,FALSE,NA,"Female",29.5820687891081,"CA",103.171930803174,196.322041612062,30.3029632677353,69.7610908789719
"145",TRUE,TRUE,TRUE,FALSE,NA,"Female",27.3666297557517,"CA",104.083455035821,197.581866408495,30.1404214476386,69.5766444254591
"146",TRUE,TRUE,FALSE,FALSE,NA,"Female",32.8001887428824,"CA",87.4502456788738,195.698677682891,32.356884298861,68.4447597627842
"147",TRUE,TRUE,FALSE,TRUE,NA,"Female",31.4918551938775,"CA",95.656444160073,204.603585282143,35.8927697642648,72.591622622616
"148",FALSE,FALSE,TRUE,FALSE,NA,"Female",27.2248570204015,"CA",107.436475267915,195.559896155517,31.3203456771957,66.8703667513966
"149",TRUE,TRUE,FALSE,TRUE,NA,"Female",29.7357989703553,"CA",95.0407734265796,198.052476719097,28.8654259472873,69.3360909703811
"150",TRUE,TRUE,FALSE,FALSE,NA,"Female",29.4578726184617,"CA",99.1528979611411,207.571368357953,25.8531772454817,72.1224316224817
"151",FALSE,TRUE,FALSE,FALSE,NA,"Female",26.2226209670354,"CA",102.665423681223,195.088715791743,25.5496578531064,70.1698031765938
"152",TRUE,FALSE,FALSE,TRUE,NA,"Female",31.7134968253417,"CA",100.187987800541,203.379719033209,28.4756472937145,68.7066541476393
"153",TRUE,FALSE,TRUE,FALSE,NA,"Female",29.6437468409998,"CA",98.4009490413227,202.217480710001,26.7600632192811,70.302849915826
"154",TRUE,FALSE,FALSE,TRUE,NA,"Female",29.4133653553897,"CA",102.97342864007,195.842010763353,27.5651079659866,69.2414781425459
"155",TRUE,TRUE,FALSE,TRUE,NA,"Female",32.4674890916362,"CA",99.2678658286444,192.588443682183,32.8559594533753,67.1484691830813
"156",FALSE,FALSE,TRUE,TRUE,NA,"Female",25.4334191660349,"CA",101.300629966133,192.480655497592,26.7768242281338,66.6813410237506
"157",TRUE,TRUE,TRUE,FALSE,NA,"Female",27.8533956562006,"CA",100.139424658998,200.523142561293,33.4126969135053,70.0126173296458
"158",FALSE,FALSE,TRUE,TRUE,NA,"Female",27.8587022815577,"CA",95.9073312697662,199.350558804178,26.421681003045,70.0190879998049
"159",TRUE,FALSE,TRUE,FALSE,NA,"Female",32.9520086029028,"CA",97.9778155933122,200.020270253826,29.6352888593301,69.1397883991187
"160",FALSE,TRUE,FALSE,TRUE,NA,"Female",25.808292772179,"CA",100.357767108345,200.742395797619,28.7714495081865,68.5705963930381
"161",TRUE,TRUE,FALSE,TRUE,NA,"Female",25.5417031377687,"CA",100.46774825898,201.336873211536,29.63550354875,70.0562262635459
"162",TRUE,FALSE,FALSE,TRUE,NA,"Female",29.5648550045895,"CA",107.202026111288,203.5856759969,27.6149998035765,71.1202521829318
"163",FALSE,TRUE,FALSE,FALSE,NA,"Female",30.0126833455206,"CA",96.7292730224676,199.907238861447,26.9088963936552,68.3938787579151
"164",TRUE,FALSE,FALSE,FALSE,NA,"Female",29.4251233069608,"CA",95.0568682373952,196.346477454562,30.2977079016532,70.3247053566619
"165",TRUE,FALSE,FALSE,FALSE,NA,"Female",32.5501333120118,"CA",101.699204384048,201.147744124898,30.2836662465463,69.9848730210592
"166",FALSE,TRUE,FALSE,TRUE,NA,"Female",28.722617803167,"CA",104.683324887903,200.242798585825,23.7367993112153,68.2292790823489
"167",TRUE,TRUE,TRUE,FALSE,NA,"Female",23.9906552065806,"CA",96.2793669459946,201.820439108092,32.1049201476404,70.7243296236881
"168",TRUE,TRUE,TRUE,TRUE,NA,"Female",30.6971360945237,"CA",101.624493814578,199.279636283902,30.9444138864901,69.2497285170007
"169",TRUE,TRUE,FALSE,TRUE,NA,"Female",28.9758668130568,"CA",101.030481780105,201.568073740183,30.7287946476331,70.3526832430212
"170",FALSE,TRUE,TRUE,TRUE,NA,"Female",30.3507531880649,"CA",108.782238475263,202.347551579805,27.7368169026775,68.8014813644878
"171",TRUE,TRUE,TRUE,TRUE,NA,"Female",29.642658071185,"CA",106.251717238537,202.123339066502,28.5629986551177,71.4587310338762
"172",TRUE,TRUE,FALSE,FALSE,NA,"Female",28.3944805766856,"CA",108.158990682614,197.788518276485,30.6638285629885,68.7202294861292
